iter	RMSE
490	1615.32599
491	1615.009586
492	1614.480447
493	1613.955909
494	1613.199174
495	1612.973253
496	1612.567334
497	1612.014574
498	1611.296982
499	1610.716483
500	1610.152215
501	1609.37478
502	1608.531452
503	1608.245795
504	1607.900495
505	1607.040248
506	1606.807592
507	1606.426071
508	1605.937839
509	1605.332449
510	1604.394653
511	1603.989182
512	1602.854572
513	1602.476112
514	1601.966849
515	1601.056981
516	1600.574728
517	1599.999782
518	1599.63328
519	1599.146929
520	1598.541589
521	1597.966656
522	1597.211125
523	1596.851647
524	1596.547886
525	1596.206272
526	1595.512185
527	1595.028597
528	1594.063991
529	1593.556447
530	1593.265123
531	1592.970478
532	1592.456368
533	1591.133167
534	1590.651485
535	1590.23097
536	1589.64229
537	1588.928989
538	1588.403714
539	1587.853107
540	1587.361679
541	1586.082891
542	1585.173404
543	1584.521891
544	1583.69684
545	1583.310125
546	1582.968268
547	1582.491893
548	1581.665547
549	1581.058126
550	1579.342652
551	1578.553891
552	1577.698489
553	1577.215487
554	1576.806697
555	1576.237692
556	1575.78944
557	1575.210814
558	1574.999635
559	1574.590851
560	1573.962928
561	1573.648937
562	1573.241221
563	1572.975034
564	1572.405788
565	1572.150551
566	1571.862797
567	1571.248766
568	1570.965754
569	1570.348634
570	1569.933064
571	1569.250136
572	1568.737373
573	1568.280006
574	1567.696202
575	1567.436767
576	1565.982117
577	1565.54798
578	1565.121737
579	1564.378862
580	1563.598072
581	1563.231865
582	1562.89281
583	1562.425714
584	1562.008906
585	1561.261388
586	1560.777271
587	1560.48157
588	1559.562159
589	1558.933965
590	1558.042987
591	1557.443035
592	1556.909684
593	1556.277897
594	1555.762049
595	1555.357893
596	1555.076436
597	1554.590686
598	1554.309621
599	1553.657973
600	1553.286128
601	1552.717686
602	1552.395823
603	1551.897918
604	1551.467976
605	1551.003033
606	1550.632717
607	1550.248621
608	1549.900889
609	1549.225485
610	1548.61544
611	1547.900218
612	1547.612475
613	1547.13931
614	1546.874879
615	1546.51495
616	1545.726141
617	1545.572301
618	1544.701042
619	1544.042926
620	1543.709101
621	1543.247098
622	1542.718859
623	1542.258012
624	1541.963854
625	1541.606544
626	1540.985769
627	1540.276342
628	1539.577073
629	1539.192142
630	1538.768253
631	1538.366089
632	1538.015642
633	1537.365119
634	1537.030081
635	1536.544013
636	1535.76921
637	1535.501467
638	1535.32906
639	1535.157905
640	1534.828199
641	1534.409047
642	1533.810306
643	1533.345492
644	1533.039126
645	1532.664274
646	1532.217728
647	1531.779793
648	1531.486545
649	1531.079633
650	1530.414343
651	1530.099739
652	1529.604704
653	1528.884146
654	1528.603409
655	1527.69867
656	1527.189541
657	1526.927581
658	1526.207661
659	1525.654147
660	1525.282734
661	1524.868826
662	1524.593661
663	1523.868749
664	1523.312855
665	1523.025938
666	1522.533324
667	1522.186117
668	1521.887135
669	1521.31704
670	1520.614234
671	1520.009906
672	1519.267157
673	1518.892907
674	1518.353796
675	1518.084882
676	1517.565747
677	1517.277107
678	1516.719474
679	1516.47094
680	1516.283616
681	1516.048164
682	1515.842445
683	1515.29075
684	1514.917276
685	1514.794303
686	1514.439754
687	1514.030733
688	1513.323425
689	1513.11348
690	1512.355483
691	1512.001318
692	1511.356813
693	1510.906331
694	1510.605771
695	1510.406362
696	1510.084658
697	1509.779285
698	1509.347156
699	1509.012331
700	1508.607823
701	1508.130578
702	1507.757874
703	1507.412709
704	1507.245814
705	1506.367417
706	1506.056411
707	1505.696718
708	1505.484715
709	1505.214518
710	1504.54816
711	1504.245582
712	1503.876085
713	1503.540956
714	1503.223242
715	1502.509064
716	1502.193973
717	1501.603792
718	1501.308271
719	1500.992014
720	1500.386279
721	1499.948093
722	1499.669807
723	1499.2542
724	1498.943986
725	1498.499905
726	1498.155141
727	1497.997704
728	1497.799256
729	1497.247077
730	1496.948316
731	1496.738352
732	1496.314167
733	1495.827394
734	1495.489477
735	1494.838729
736	1494.549408
737	1494.236985
738	1493.896834
739	1493.606587
740	1493.425613
741	1493.128891
742	1492.649815
743	1492.19792
744	1491.401654
745	1491.138322
746	1490.866513
747	1490.462001
748	1489.946951
749	1489.674849
750	1488.933827
751	1488.595522
752	1487.979746
753	1487.366506
754	1487.026304
755	1486.762285
756	1486.491861
757	1486.136801
758	1485.785758
759	1485.131705
760	1484.469167
761	1483.900906
762	1483.506711
763	1483.24883
764	1482.962768
765	1482.747399
766	1482.512269
767	1482.157818
768	1481.923397
769	1481.728071
770	1481.233687
771	1480.698426
772	1480.343885
773	1480.141888
774	1479.905884
775	1479.739457
776	1479.464629
777	1479.16284
778	1478.958483
779	1478.622
780	1477.983394
781	1477.750611
782	1477.17163
783	1476.863235
784	1476.725162
785	1476.448528
786	1476.163408
787	1475.889788
788	1475.579439
789	1475.322523
790	1475.108856
791	1474.846659
792	1474.590189
793	1473.873744
794	1473.579047
795	1473.34121
796	1473.189782
797	1472.861476
798	1472.675092
799	1472.187261
800	1471.927194
801	1471.568892
802	1471.404674
803	1471.17037
804	1470.499095
805	1470.239593
806	1469.72554
807	1469.450119
808	1469.195105
809	1468.939607
810	1468.598427
811	1468.33861
812	1467.809613
813	1467.492218
814	1467.226079
815	1466.890289
816	1466.492635
817	1466.035165
818	1465.819998
819	1465.413913
820	1464.960618
821	1464.747789
822	1464.546621
823	1464.266294
824	1463.952138
825	1463.652546
826	1462.883295
827	1462.627505
828	1462.407847
829	1462.139352
830	1461.905798
831	1461.379054
832	1460.374982
833	1460.164442
834	1459.818446
835	1459.626037
836	1458.91417
837	1458.510801
838	1458.328597
839	1457.981049
840	1457.776165
841	1457.531948
842	1457.214963
843	1456.91153
844	1456.616397
845	1456.345892
846	1455.902839
847	1455.47217
848	1455.097539
849	1454.629721
850	1453.977682
851	1453.612713
852	1453.327223
853	1453.082422
854	1452.779812
855	1452.548955
856	1451.957656
857	1451.661579
858	1451.07987
859	1450.952466
860	1450.720917
861	1450.528278
862	1450.277051
863	1449.853851
864	1449.476057
865	1449.155466
866	1448.691747
867	1448.496964
868	1447.905257
869	1447.540554
870	1447.183799
871	1446.655866
872	1446.419905
873	1446.091936
874	1445.543321
875	1445.036714
876	1444.869169
877	1444.579538
878	1444.304947
879	1444.070648
880	1443.761421
881	1443.530265
882	1442.96611
883	1442.647755
884	1442.491957
885	1441.934981
886	1441.82835
887	1441.569498
888	1441.294993
889	1441.04876
890	1440.871543
891	1440.647179
892	1440.222856
893	1439.734345
894	1439.463055
895	1439.136275
896	1438.919807
897	1438.807755
898	1438.331108
899	1437.713063
900	1437.445443
901	1437.180984
902	1436.732593
903	1436.513018
904	1436.245281
905	1435.55278
906	1435.324507
907	1434.989787
908	1434.747422
909	1434.606061
910	1434.407499
911	1434.064646
912	1433.839327
913	1433.58947
914	1433.43937
915	1433.191025
916	1432.899373
917	1432.57323
918	1432.36623
919	1432.26684
920	1431.791295
921	1431.570993
922	1431.409026
923	1431.03958
924	1430.55457
925	1430.335974
926	1429.772909
927	1429.518267
928	1429.25538
929	1429.048528
930	1428.895135
931	1428.641633
932	1428.363082
933	1428.121849
934	1427.659336
935	1427.449978
936	1427.183263
937	1426.972648
938	1426.788693
939	1426.627918
940	1426.264735
941	1425.938933
942	1425.794237
943	1424.804025
944	1424.581681
945	1424.17663
946	1423.819919
947	1423.22381
948	1423.03971
949	1422.795305
950	1422.574291
951	1422.399721
952	1422.233117
953	1421.973472
954	1421.728492
955	1421.375468
956	1421.012025
957	1420.86962
958	1420.66423
959	1420.504736
960	1420.017669
961	1419.824441
962	1419.651353
963	1419.275026
964	1419.003708
965	1418.783635
966	1418.386619
967	1417.947073
968	1417.756238
969	1417.521726
970	1417.262343
971	1416.520119
972	1416.257676
973	1415.972709
974	1415.59888
975	1415.278589
976	1414.611023
977	1414.157888
978	1413.87867
979	1413.680536
980	1413.514015
981	1413.191745
982	1412.680158
983	1412.423332
984	1412.287674
985	1411.871614
986	1411.627989
987	1411.258859
988	1411.112762
989	1410.82703
990	1410.454809
991	1410.34434
992	1410.079696
993	1409.561675
994	1409.280961
995	1408.944559
996	1408.327166
997	1408.111631
998	1407.52041
999	1407.336912
