iter	Passed	Remaining
434	743	966
435	745	964
436	746	962
437	748	960
438	750	958
439	751	956
440	753	955
441	755	953
442	757	951
443	758	949
444	760	947
445	761	946
446	763	944
447	765	942
448	766	940
449	768	938
450	770	937
451	772	936
452	773	934
453	775	932
454	776	930
455	779	929
456	780	927
457	782	926
458	784	924
459	785	922
460	787	920
461	789	918
462	790	917
463	792	915
464	793	913
465	795	911
466	797	909
467	798	908
468	800	906
469	802	904
470	804	903
471	805	901
472	807	900
473	809	898
474	811	896
475	812	894
476	814	892
477	816	891
478	817	889
479	819	887
480	820	885
481	822	883
482	823	881
483	825	879
484	826	877
485	828	876
486	830	874
487	831	872
488	833	870
489	835	869
490	836	867
491	838	865
492	839	863
493	841	861
494	842	859
495	844	857
496	845	855
497	847	854
498	848	852
499	850	850
500	852	848
501	854	847
502	855	845
503	857	843
504	858	841
505	860	840
506	862	838
507	863	836
508	865	834
509	866	832
510	868	830
511	869	829
512	871	827
513	872	825
514	874	823
515	875	821
516	877	820
517	879	818
518	880	816
519	882	814
520	883	812
521	885	810
522	887	809
523	888	807
524	890	805
525	891	803
526	893	801
527	895	800
528	896	798
529	898	796
530	900	794
531	901	793
532	903	791
533	904	789
534	906	787
535	907	785
536	909	784
537	911	782
538	912	780
539	914	778
540	915	776
541	917	775
542	918	773
543	920	771
544	922	769
545	923	768
546	925	766
547	926	764
548	928	762
549	930	760
550	931	759
551	933	757
552	935	756
553	937	754
554	938	752
555	940	750
556	941	748
557	943	747
558	944	745
559	946	743
560	947	741
561	949	740
562	951	738
563	952	736
564	954	734
565	955	732
566	957	731
567	959	729
568	960	727
569	962	726
570	964	724
571	965	722
572	967	720
573	968	718
574	970	717
575	971	715
576	973	713
577	975	711
578	976	710
579	978	708
580	980	706
581	981	705
582	983	703
583	984	701
584	986	699
585	987	697
586	989	696
587	990	694
588	992	692
589	994	690
590	995	689
591	997	687
592	998	685
593	1000	683
594	1001	681
595	1003	680
596	1005	678
597	1006	676
598	1008	675
599	1010	673
600	1011	671
601	1013	670
602	1015	668
603	1016	666
604	1018	664
605	1020	663
606	1021	661
607	1023	659
608	1024	657
609	1026	656
610	1027	654
611	1029	652
612	1031	651
613	1032	649
614	1034	647
615	1036	645
616	1037	644
617	1039	642
618	1041	640
619	1042	638
620	1044	637
621	1045	635
622	1047	633
623	1049	632
624	1050	630
625	1052	628
626	1053	626
627	1055	625
628	1057	623
629	1058	621
630	1060	620
631	1062	618
632	1063	616
633	1065	615
634	1067	613
635	1068	611
636	1070	610
637	1071	608
638	1073	606
639	1074	604
640	1076	602
641	1078	601
642	1079	599
643	1081	597
644	1082	595
645	1084	594
646	1085	592
647	1087	590
648	1088	588
649	1090	587
650	1091	585
651	1093	583
652	1095	582
653	1096	580
654	1098	578
655	1100	577
656	1102	575
657	1103	573
658	1105	571
659	1106	570
660	1108	568
661	1109	566
662	1111	564
663	1113	563
664	1114	561
665	1116	559
666	1117	557
667	1119	556
668	1120	554
669	1122	552
670	1123	551
671	1125	549
672	1128	548
673	1129	546
674	1131	545
675	1133	543
676	1135	541
677	1137	540
678	1139	538
679	1141	537
680	1143	535
681	1145	534
682	1147	532
683	1149	530
684	1151	529
685	1152	527
686	1154	526
687	1156	524
688	1157	522
689	1159	520
690	1161	519
691	1162	517
692	1164	515
693	1166	514
694	1167	512
695	1169	510
696	1170	508
697	1172	507
698	1173	505
699	1175	503
700	1177	502
701	1178	500
702	1180	498
703	1182	496
704	1183	495
705	1185	493
706	1187	491
707	1188	490
708	1190	488
709	1192	486
710	1193	485
711	1195	483
712	1197	481
713	1198	480
714	1200	478
715	1202	476
716	1203	475
717	1205	473
718	1206	471
719	1208	469
720	1209	468
721	1211	466
722	1212	464
723	1214	463
724	1216	461
725	1217	459
726	1219	457
727	1220	456
728	1222	454
729	1223	452
730	1225	450
731	1226	449
732	1228	447
733	1230	445
734	1231	444
735	1233	442
736	1235	440
737	1236	439
738	1238	437
739	1239	435
740	1241	433
741	1243	432
742	1244	430
743	1246	428
744	1248	427
745	1249	425
746	1251	423
747	1253	422
748	1254	420
749	1256	418
750	1258	417
751	1259	415
752	1262	414
753	1263	412
754	1265	410
755	1266	408
756	1268	407
757	1269	405
758	1271	403
759	1273	402
760	1275	400
761	1276	398
762	1278	397
763	1280	395
764	1281	393
765	1283	391
766	1284	390
767	1286	388
768	1287	386
769	1289	385
770	1290	383
771	1292	381
772	1294	380
773	1295	378
774	1297	376
775	1298	374
776	1300	373
777	1301	371
778	1303	369
779	1304	368
780	1306	366
781	1308	364
782	1309	362
783	1311	361
784	1312	359
785	1314	357
786	1315	356
787	1317	354
788	1318	352
789	1320	350
790	1321	349
791	1323	347
792	1324	345
793	1326	344
794	1328	342
795	1329	340
796	1331	339
797	1333	337
798	1334	335
799	1335	333
800	1337	332
801	1338	330
802	1340	328
803	1342	327
804	1344	325
805	1345	323
806	1347	322
807	1350	320
808	1351	319
809	1353	317
810	1355	315
811	1357	314
812	1359	312
813	1361	311
814	1362	309
815	1364	307
816	1365	305
817	1367	304
818	1368	302
819	1370	300
820	1372	299
821	1373	297
822	1374	295
823	1376	294
824	1378	292
825	1379	290
826	1381	288
827	1382	287
828	1385	285
829	1386	284
830	1388	282
831	1390	280
832	1391	279
833	1393	277
834	1395	275
835	1396	273
836	1398	272
837	1399	270
838	1401	268
839	1403	267
840	1404	265
841	1406	264
842	1408	262
843	1409	260
844	1411	258
845	1413	257
846	1414	255
847	1416	253
848	1417	252
849	1419	250
850	1421	248
851	1423	247
852	1424	245
853	1426	243
854	1427	242
855	1429	240
856	1431	238
857	1433	237
858	1435	235
859	1436	233
860	1438	232
861	1439	230
862	1441	228
863	1442	227
864	1444	225
865	1446	223
866	1448	222
867	1450	220
868	1451	218
869	1453	217
870	1455	215
871	1456	213
872	1458	212
873	1460	210
874	1462	208
875	1464	207
876	1465	205
877	1467	203
878	1468	202
879	1470	200
880	1471	198
881	1473	197
882	1475	195
883	1477	193
884	1478	192
885	1480	190
886	1482	188
887	1483	187
888	1485	185
889	1486	183
890	1488	182
891	1490	180
892	1491	178
893	1493	177
894	1495	175
895	1496	173
896	1498	172
897	1499	170
898	1501	168
899	1503	167
900	1504	165
901	1506	163
902	1508	162
903	1509	160
904	1511	158
905	1513	156
906	1514	155
907	1516	153
908	1517	151
909	1519	150
910	1520	148
911	1522	146
912	1524	145
913	1525	143
914	1527	141
915	1528	140
916	1530	138
917	1531	136
918	1533	135
919	1535	133
920	1536	131
921	1538	130
922	1539	128
923	1541	126
924	1543	125
925	1544	123
926	1546	121
927	1548	120
928	1549	118
929	1551	116
930	1552	115
931	1554	113
932	1556	111
933	1557	110
934	1559	108
935	1560	106
936	1562	105
937	1563	103
938	1565	101
939	1566	100
940	1568	98
941	1570	96
942	1572	95
943	1573	93
944	1575	91
945	1576	90
946	1578	88
947	1580	86
948	1581	85
949	1583	83
950	1585	81
951	1586	79
952	1588	78
953	1589	76
954	1591	75
955	1593	73
956	1594	71
957	1596	69
958	1598	68
959	1599	66
960	1601	64
961	1603	63
962	1604	61
963	1606	59
964	1607	58
965	1609	56
966	1610	54
967	1612	53
968	1614	51
969	1615	49
970	1617	48
971	1618	46
972	1620	44
973	1622	43
974	1623	41
975	1625	39
976	1626	38
977	1628	36
978	1630	34
979	1631	33
980	1633	31
981	1634	29
982	1636	28
983	1637	26
984	1639	24
985	1641	23
986	1643	21
987	1645	19
988	1646	18
989	1648	16
990	1650	14
991	1651	13
992	1653	11
993	1654	9
994	1656	8
995	1658	6
996	1660	4
997	1661	3
998	1663	1
999	1664	0
